SPECIES_NAME,METRIC_NAME,VALUE
Lumpfish(=Lumpsucker),Subsistence Catch (Tonnes),22.80778757
Lumpfish(=Lumpsucker),Unreported Catch (Tonnes),2178.229857053
Lumpfish(=Lumpsucker),bottom trawl Catch (Tonnes),5919.430780257
Lumpfish(=Lumpsucker),gillnets Catch (Tonnes),6.499225374
Lumpfish(=Lumpsucker),longline Catch (Tonnes),3.52117253
Lumpfish(=Lumpsucker),other Catch (Tonnes),751.075483691
Lumpfish(=Lumpsucker),pelagic trawl Catch (Tonnes),41.382699048
Lumpfish(=Lumpsucker),purse seine Catch (Tonnes),120.6005625
Lumpfish(=Lumpsucker),small scale Catch (Tonnes),6881.982493479
Lumpfish(=Lumpsucker),unknown Catch (Tonnes),15.737527857
Mackerel scad,Artisanal Catch (Tonnes),1634.481994074
Mackerel scad,Discards Catch (Tonnes),442.1828131
Mackerel scad,Industrial Catch (Tonnes),2377.793508813
Mackerel scad,Landings Catch (Tonnes),4694.253900327
Mackerel scad,Recreational Catch (Tonnes),360.846069291
Mackerel scad,Reported Catch (Tonnes),3102.612404436
Mackerel scad,Subsistence Catch (Tonnes),763.315141249
Mackerel scad,Unreported Catch (Tonnes),2033.824308991
Mackerel scad,bottom trawl Catch (Tonnes),19.13874632
Mackerel scad,longline Catch (Tonnes),0.9231345311
Mackerel scad,purse seine Catch (Tonnes),2357.731627962
Mackerel scad,small scale Catch (Tonnes),2758.643204614
"Mackerel sharks,porbeagles nei",Artisanal Catch (Tonnes),3843.192789458
"Mackerel sharks,porbeagles nei",Discards Catch (Tonnes),2299.669958354
"Mackerel sharks,porbeagles nei",Industrial Catch (Tonnes),954.550370031
"Mackerel sharks,porbeagles nei",Landings Catch (Tonnes),2563.745901851
"Mackerel sharks,porbeagles nei",Recreational Catch (Tonnes),41.100981379
"Mackerel sharks,porbeagles nei",Reported Catch (Tonnes),1918.447156705
"Mackerel sharks,porbeagles nei",Subsistence Catch (Tonnes),24.571719337
"Mackerel sharks,porbeagles nei",Unreported Catch (Tonnes),2944.9687035
"Mackerel sharks,porbeagles nei",bottom trawl Catch (Tonnes),693.12293526
"Mackerel sharks,porbeagles nei",other Catch (Tonnes),0.5
"Mackerel sharks,porbeagles nei",pelagic trawl Catch (Tonnes),0.152974819
"Mackerel sharks,porbeagles nei",small scale Catch (Tonnes),3867.767027222
"Mackerel sharks,porbeagles nei",unknown Catch (Tonnes),301.872922904
Mackerels nei,Artisanal Catch (Tonnes),156727.706113679
Mackerels nei,Discards Catch (Tonnes),25194.021491266
Mackerels nei,Industrial Catch (Tonnes),384244.210465816
Mackerels nei,Landings Catch (Tonnes),580410.01559399
Mackerels nei,Recreational Catch (Tonnes),23440.652897055
Mackerels nei,Reported Catch (Tonnes),475484.974925349
Mackerels nei,Subsistence Catch (Tonnes),41191.467608705
Mackerels nei,Unreported Catch (Tonnes),130119.062159907
Mackerels nei,bottom trawl Catch (Tonnes),233405.197285953
Mackerels nei,gillnets Catch (Tonnes),45099.881924945
Mackerels nei,longline Catch (Tonnes),6141.049745802
Mackerels nei,other Catch (Tonnes),2810.95800481
Mackerels nei,pelagic trawl Catch (Tonnes),9577.325498146
Mackerels nei,purse seine Catch (Tonnes),32128.609622201
Mackerels nei,small scale Catch (Tonnes),217572.811453194
Mackerels nei,unknown Catch (Tonnes),58868.203550205
Madeiran sardinella,Artisanal Catch (Tonnes),101495.472665548
Madeiran sardinella,Discards Catch (Tonnes),2813.450334642
Madeiran sardinella,Industrial Catch (Tonnes),142397.561979104
Madeiran sardinella,Landings Catch (Tonnes),252415.907907548
Madeiran sardinella,Reported Catch (Tonnes),146644.258732046
Madeiran sardinella,Subsistence Catch (Tonnes),11336.323597538
Madeiran sardinella,Unreported Catch (Tonnes),108585.099510144
Madeiran sardinella,bottom trawl Catch (Tonnes),2526.969393658
Madeiran sardinella,other Catch (Tonnes),66.05337863
Madeiran sardinella,purse seine Catch (Tonnes),57197.909329357
Madeiran sardinella,small scale Catch (Tonnes),139857.48415895
Madeiran sardinella,unknown Catch (Tonnes),55580.941981595
Malabar blood snapper,Artisanal Catch (Tonnes),10878.663948135
Malabar blood snapper,Industrial Catch (Tonnes),18734.69747042
Malabar blood snapper,Landings Catch (Tonnes),35882.617318769
Malabar blood snapper,Recreational Catch (Tonnes),46.181388815
Malabar blood snapper,Reported Catch (Tonnes),8120.713515787
Malabar blood snapper,Subsistence Catch (Tonnes),6223.0745114
Malabar blood snapper,Unreported Catch (Tonnes),27761.903802983
Malabar blood snapper,bottom trawl Catch (Tonnes),417.099116546
Malabar blood snapper,longline Catch (Tonnes),98.76366
Malabar blood snapper,other Catch (Tonnes),0.0594018518
Malabar blood snapper,pelagic trawl Catch (Tonnes),15483.599267268
Malabar blood snapper,purse seine Catch (Tonnes),425.03997971
Malabar blood snapper,small scale Catch (Tonnes),17099.050505106
Malabar blood snapper,unknown Catch (Tonnes),2359.005388288
Malabar grouper,Artisanal Catch (Tonnes),296.104072036
Malabar grouper,Discards Catch (Tonnes),52.840856274
Malabar grouper,FishSource Score: Current Stock Health,5
Malabar grouper,FishSource Score: Fishers Compliance,5
Malabar grouper,FishSource Score: Future Stock Health,5
Malabar grouper,FishSource Score: Management Quality,6
Malabar grouper,FishSource Score: Managers Compliance,6
Malabar grouper,Industrial Catch (Tonnes),57.298101829
Malabar grouper,Landings Catch (Tonnes),2765.579249894
Malabar grouper,Recreational Catch (Tonnes),26.360238067
Malabar grouper,Reported Catch (Tonnes),10.798820744
Malabar grouper,Subsistence Catch (Tonnes),2438.657694236
Malabar grouper,Unreported Catch (Tonnes),2807.621285424
Malabar grouper,bottom trawl Catch (Tonnes),27.89548627
Malabar grouper,longline Catch (Tonnes),0.558395052
Malabar grouper,other Catch (Tonnes),2.587455498
Malabar grouper,purse seine Catch (Tonnes),22.290019454
Malabar grouper,small scale Catch (Tonnes),2755.229110167
Malabar grouper,unknown Catch (Tonnes),9.859639727
Malabar trevally,Artisanal Catch (Tonnes),336.805492749
Malabar trevally,Discards Catch (Tonnes),85.344732315
Malabar trevally,Industrial Catch (Tonnes),379.656547488
Malabar trevally,Landings Catch (Tonnes),643.462338341
Malabar trevally,Reported Catch (Tonnes),481.791864468
Malabar trevally,Subsistence Catch (Tonnes),12.345030419
Malabar trevally,Unreported Catch (Tonnes),247.015206188
Malabar trevally,bottom trawl Catch (Tonnes),194.792135181
Malabar trevally,longline Catch (Tonnes),0.08268557
Malabar trevally,other Catch (Tonnes),1.733415003
Malabar trevally,pelagic trawl Catch (Tonnes),144.889816166
Malabar trevally,purse seine Catch (Tonnes),39.532417249
Malabar trevally,small scale Catch (Tonnes),347.776601487
Mangrove red snapper,Artisanal Catch (Tonnes),626.597378095
Mangrove red snapper,Industrial Catch (Tonnes),790.433129462
Mangrove red snapper,Landings Catch (Tonnes),5867.968873455
Mangrove red snapper,Recreational Catch (Tonnes),380.1204581
Mangrove red snapper,Reported Catch (Tonnes),1410.343594112
Mangrove red snapper,Subsistence Catch (Tonnes),4070.817907798
Mangrove red snapper,Unreported Catch (Tonnes),4457.625279343
Mangrove red snapper,bottom trawl Catch (Tonnes),780.6
Mangrove red snapper,gillnets Catch (Tonnes),0.009238517
Mangrove red snapper,longline Catch (Tonnes),3.02265
Mangrove red snapper,other Catch (Tonnes),0.37148748
Mangrove red snapper,purse seine Catch (Tonnes),0.5122
Mangrove red snapper,small scale Catch (Tonnes),5073.586454004
Mangrove red snapper,unknown Catch (Tonnes),9.866843454
Manybar goatfish,Artisanal Catch (Tonnes),0.6701930936
Manybar goatfish,Landings Catch (Tonnes),78.864816586
Manybar goatfish,Recreational Catch (Tonnes),77.60630012
Manybar goatfish,Reported Catch (Tonnes),0.7210283126
Manybar goatfish,Subsistence Catch (Tonnes),0.588323372
Manybar goatfish,Unreported Catch (Tonnes),78.143788273
Manybar goatfish,other Catch (Tonnes),0.0818995046
Manybar goatfish,small scale Catch (Tonnes),78.782917081
Marbled rockcod,Industrial Catch (Tonnes),0.1042
Marbled rockcod,Landings Catch (Tonnes),0.1042
Marbled rockcod,Reported Catch (Tonnes),0.1042
Marbled rockcod,bottom trawl Catch (Tonnes),0.1042
"Marlins,sailfishes,etc. nei",Artisanal Catch (Tonnes),12632.764520132
"Marlins,sailfishes,etc. nei",Discards Catch (Tonnes),3181.642241099
"Marlins,sailfishes,etc. nei",Industrial Catch (Tonnes),3272.545707396
"Marlins,sailfishes,etc. nei",Landings Catch (Tonnes),16114.009610539
"Marlins,sailfishes,etc. nei",Recreational Catch (Tonnes),2856.168592275
"Marlins,sailfishes,etc. nei",Reported Catch (Tonnes),12347.77934371
"Marlins,sailfishes,etc. nei",Subsistence Catch (Tonnes),534.173031835
"Marlins,sailfishes,etc. nei",Unreported Catch (Tonnes),6947.872507928
"Marlins,sailfishes,etc. nei",bottom trawl Catch (Tonnes),4.536875512
"Marlins,sailfishes,etc. nei",gillnets Catch (Tonnes),176.275133109
"Marlins,sailfishes,etc. nei",longline Catch (Tonnes),995.260009873
"Marlins,sailfishes,etc. nei",other Catch (Tonnes),9.187037036
"Marlins,sailfishes,etc. nei",purse seine Catch (Tonnes),2099.887713234
"Marlins,sailfishes,etc. nei",small scale Catch (Tonnes),15781.583261707
"Marlins,sailfishes,etc. nei",unknown Catch (Tonnes),228.921821167
Mediterranean flyingfish,Artisanal Catch (Tonnes),3.474903688
Mediterranean flyingfish,Discards Catch (Tonnes),0.08002745
Mediterranean flyingfish,Landings Catch (Tonnes),3.394876238
Mediterranean flyingfish,Reported Catch (Tonnes),3.394876238
Mediterranean flyingfish,Unreported Catch (Tonnes),0.08002745
Mediterranean flyingfish,small scale Catch (Tonnes),3.474903688
Mediterranean horse mackerel,Artisanal Catch (Tonnes),1950.414909763
Mediterranean horse mackerel,Discards Catch (Tonnes),1184.31919935
Mediterranean horse mackerel,Industrial Catch (Tonnes),20694.433405642
Mediterranean horse mackerel,Landings Catch (Tonnes),27821.717499396
Mediterranean horse mackerel,Recreational Catch (Tonnes),5276.882148145
Mediterranean horse mackerel,Reported Catch (Tonnes),20510.805501205
Mediterranean horse mackerel,Subsistence Catch (Tonnes),1084.306235197
Mediterranean horse mackerel,Unreported Catch (Tonnes),8495.231197541
Mediterranean horse mackerel,bottom trawl Catch (Tonnes),18604.079602133
Mediterranean horse mackerel,gillnets Catch (Tonnes),35.418969237
Mediterranean horse mackerel,longline Catch (Tonnes),19.798490001
Mediterranean horse mackerel,purse seine Catch (Tonnes),1565.140318572
Mediterranean horse mackerel,small scale Catch (Tonnes),8168.432237089
Mediterranean horse mackerel,unknown Catch (Tonnes),613.167081714
Mediterranean spearfish,Artisanal Catch (Tonnes),31.376392593
Mediterranean spearfish,Discards Catch (Tonnes),0.001826824
Mediterranean spearfish,Industrial Catch (Tonnes),22.939729878
Mediterranean spearfish,Landings Catch (Tonnes),177.742726448
Mediterranean spearfish,Recreational Catch (Tonnes),123.395246
Mediterranean spearfish,Reported Catch (Tonnes),54.240265082
Mediterranean spearfish,Subsistence Catch (Tonnes),0.033184801
Mediterranean spearfish,Unreported Catch (Tonnes),123.504288191
Mediterranean spearfish,bottom trawl Catch (Tonnes),0.38053
Mediterranean spearfish,gillnets Catch (Tonnes),0.846160002
Mediterranean spearfish,longline Catch (Tonnes),20.793959997
Mediterranean spearfish,purse seine Catch (Tonnes),0.875150001
Mediterranean spearfish,small scale Catch (Tonnes),140.959579131
Mediterranean spearfish,unknown Catch (Tonnes),13.889174141
Merluccid hakes nei,Artisanal Catch (Tonnes),565.783294022
Merluccid hakes nei,Discards Catch (Tonnes),2229.843385451
Merluccid hakes nei,Industrial Catch (Tonnes),1664.060091429
Merluccid hakes nei,Landings Catch (Tonnes),228.272083671
Merluccid hakes nei,Recreational Catch (Tonnes),22.181799399
Merluccid hakes nei,Subsistence Catch (Tonnes),206.090284272
Merluccid hakes nei,Unreported Catch (Tonnes),2458.115469122
Merluccid hakes nei,bottom trawl Catch (Tonnes),995.851356558
Merluccid hakes nei,longline Catch (Tonnes),665.673693273
Merluccid hakes nei,other Catch (Tonnes),19.532152029
Merluccid hakes nei,small scale Catch (Tonnes),777.055481003
Merluccid hakes nei,unknown Catch (Tonnes),0.002786259
Mexican barred snapper,Artisanal Catch (Tonnes),922.563914414
Mexican barred snapper,Landings Catch (Tonnes),922.563914414
Mexican barred snapper,Reported Catch (Tonnes),644
Mexican barred snapper,Unreported Catch (Tonnes),278.563914414
Mexican barred snapper,small scale Catch (Tonnes),922.563914414
Middling thread herring,FishSource Score: Current Stock Health,10
Middling thread herring,FishSource Score: Fishers Compliance,8
Middling thread herring,FishSource Score: Future Stock Health,10
Middling thread herring,FishSource Score: Management Quality,6
Middling thread herring,FishSource Score: Managers Compliance,6
Minstrel sweetlips,Artisanal Catch (Tonnes),137.881197411
Minstrel sweetlips,Industrial Catch (Tonnes),46.496924709
Minstrel sweetlips,Landings Catch (Tonnes),195.377014798
Minstrel sweetlips,Reported Catch (Tonnes),172.001489522
Minstrel sweetlips,Subsistence Catch (Tonnes),10.998892678
Minstrel sweetlips,Unreported Catch (Tonnes),23.375525276
Minstrel sweetlips,bottom trawl Catch (Tonnes),22.52909988
Minstrel sweetlips,purse seine Catch (Tonnes),11.26454994
Minstrel sweetlips,small scale Catch (Tonnes),148.880090089
Minstrel sweetlips,unknown Catch (Tonnes),12.703274889
Misty grouper,Artisanal Catch (Tonnes),40.240168764
Misty grouper,Industrial Catch (Tonnes),9.883982158
Misty grouper,Landings Catch (Tonnes),109.9549436
Misty grouper,Recreational Catch (Tonnes),58.238957338
Misty grouper,Reported Catch (Tonnes),15.178769291
Misty grouper,Subsistence Catch (Tonnes),1.59183534
Misty grouper,Unreported Catch (Tonnes),94.776174309
Misty grouper,bottom trawl Catch (Tonnes),9.883982158
Misty grouper,other Catch (Tonnes),0.535233904
Misty grouper,small scale Catch (Tonnes),99.53171861
Misty grouper,unknown Catch (Tonnes),0.004008928
Mottled grouper,Artisanal Catch (Tonnes),71.266699338
Mottled grouper,Discards Catch (Tonnes),8.902760939
Mottled grouper,Industrial Catch (Tonnes),0.3213051777
Mottled grouper,Landings Catch (Tonnes),173.56607423
Mottled grouper,Recreational Catch (Tonnes),51.144047343
Mottled grouper,Reported Catch (Tonnes),48.456349284
Mottled grouper,Subsistence Catch (Tonnes),59.73678331
Mottled grouper,Unreported Catch (Tonnes),134.012485885
Mottled grouper,bottom trawl Catch (Tonnes),0.0086029082
Mottled grouper,longline Catch (Tonnes),0.3127022695
Mottled grouper,small scale Catch (Tonnes),182.108980806
Mottled grouper,unknown Catch (Tonnes),0.03854918562
Mud sole,Industrial Catch (Tonnes),128
Mud sole,Landings Catch (Tonnes),128
Mud sole,Reported Catch (Tonnes),128
Mud sole,bottom trawl Catch (Tonnes),128
Mullets nei,Artisanal Catch (Tonnes),104679.339217606
Mullets nei,Discards Catch (Tonnes),10455.20137415
Mullets nei,Industrial Catch (Tonnes),121182.2737666
Mullets nei,Landings Catch (Tonnes),244209.62781933
Mullets nei,Recreational Catch (Tonnes),10546.233982668
Mullets nei,Reported Catch (Tonnes),195867.719208062
Mullets nei,Subsistence Catch (Tonnes),18256.982226606
Mullets nei,Unreported Catch (Tonnes),58797.109985417
Mullets nei,bottom trawl Catch (Tonnes),81891.735740794
Mullets nei,gillnets Catch (Tonnes),139.596241176
Mullets nei,longline Catch (Tonnes),450.367628223
Mullets nei,other Catch (Tonnes),109.303635741
Mullets nei,pelagic trawl Catch (Tonnes),28.717859166
Mullets nei,purse seine Catch (Tonnes),8897.19466236
Mullets nei,small scale Catch (Tonnes),133879.947943089
Mullets nei,unknown Catch (Tonnes),29267.965482931
Mutton snapper,Artisanal Catch (Tonnes),3914.371564912
Mutton snapper,Discards Catch (Tonnes),114.433505642
Mutton snapper,FishSource Score: Current Stock Health,8.5
Mutton snapper,FishSource Score: Fishers Compliance,10
Mutton snapper,FishSource Score: Future Stock Health,9.4
Mutton snapper,FishSource Score: Management Quality,8
Mutton snapper,FishSource Score: Managers Compliance,10
Mutton snapper,Industrial Catch (Tonnes),92.998808153
Mutton snapper,Landings Catch (Tonnes),5144.411044927
Mutton snapper,Recreational Catch (Tonnes),999.879656927
Mutton snapper,Reported Catch (Tonnes),3615.554706727
Mutton snapper,Subsistence Catch (Tonnes),251.594520576
Mutton snapper,Unreported Catch (Tonnes),1643.289843842
Mutton snapper,bottom trawl Catch (Tonnes),21.242210008
Mutton snapper,gillnets Catch (Tonnes),4.646511555
Mutton snapper,longline Catch (Tonnes),243.594907277
Mutton snapper,other Catch (Tonnes),8.282990885
Mutton snapper,small scale Catch (Tonnes),4024.874485227
Mutton snapper,unknown Catch (Tonnes),956.203445617
Narrow-barred Spanish mackerel,Artisanal Catch (Tonnes),123573.130195036
Narrow-barred Spanish mackerel,Discards Catch (Tonnes),2797.272770249
Narrow-barred Spanish mackerel,FishSource Score: Current Stock Health,5
Narrow-barred Spanish mackerel,FishSource Score: Fishers Compliance,5
Narrow-barred Spanish mackerel,FishSource Score: Future Stock Health,5
Narrow-barred Spanish mackerel,FishSource Score: Management Quality,5
Narrow-barred Spanish mackerel,FishSource Score: Managers Compliance,5
Narrow-barred Spanish mackerel,Industrial Catch (Tonnes),217592.862357212
Narrow-barred Spanish mackerel,Landings Catch (Tonnes),344002.761232993
Narrow-barred Spanish mackerel,Recreational Catch (Tonnes),814.094725386
Narrow-barred Spanish mackerel,Reported Catch (Tonnes),311492.85523634
Narrow-barred Spanish mackerel,Subsistence Catch (Tonnes),4819.946725608
Narrow-barred Spanish mackerel,Unreported Catch (Tonnes),35307.178766902
Narrow-barred Spanish mackerel,bottom trawl Catch (Tonnes),26664.111764714
Narrow-barred Spanish mackerel,gillnets Catch (Tonnes),8334.81262654
Narrow-barred Spanish mackerel,longline Catch (Tonnes),29482.602698908
Narrow-barred Spanish mackerel,other Catch (Tonnes),11921.064295228
Narrow-barred Spanish mackerel,pelagic trawl Catch (Tonnes),612.30268134
Narrow-barred Spanish mackerel,purse seine Catch (Tonnes),125586.133459357
Narrow-barred Spanish mackerel,small scale Catch (Tonnes),129096.465177792
Narrow-barred Spanish mackerel,unknown Catch (Tonnes),15102.541299363
