SPECIES_NAME,METRIC_NAME,VALUE
Black grouper,Industrial Catch (Tonnes),12.272240465
Black grouper,Landings Catch (Tonnes),1263.39963496
Black grouper,Recreational Catch (Tonnes),322.21032691
Black grouper,Reported Catch (Tonnes),796.351997769
Black grouper,Subsistence Catch (Tonnes),7.190553311
Black grouper,Unreported Catch (Tonnes),485.509255656
Black grouper,bottom trawl Catch (Tonnes),11.536537983
Black grouper,gillnets Catch (Tonnes),0.6967311878
Black grouper,longline Catch (Tonnes),56.883452064
Black grouper,other Catch (Tonnes),5.149387467
Black grouper,small scale Catch (Tonnes),943.619766222
Black grouper,unknown Catch (Tonnes),263.9753785
Black jack,Artisanal Catch (Tonnes),244.208274751
Black jack,Discards Catch (Tonnes),0.019516024
Black jack,Industrial Catch (Tonnes),1.286040068
Black jack,Landings Catch (Tonnes),463.958342653
Black jack,Recreational Catch (Tonnes),0.790385399
Black jack,Reported Catch (Tonnes),175.318968397
Black jack,Subsistence Catch (Tonnes),217.693158459
Black jack,Unreported Catch (Tonnes),288.65889028
Black jack,bottom trawl Catch (Tonnes),0.461
Black jack,gillnets Catch (Tonnes),2.25035e-05
Black jack,longline Catch (Tonnes),0.7750400684
Black jack,other Catch (Tonnes),0.050645278
Black jack,small scale Catch (Tonnes),461.923576336
Black jack,unknown Catch (Tonnes),0.767574491
Black marlin,Artisanal Catch (Tonnes),2116.696145397
Black marlin,Discards Catch (Tonnes),61.735567518
Black marlin,Industrial Catch (Tonnes),2084.781401976
Black marlin,Landings Catch (Tonnes),4521.620366916
Black marlin,Recreational Catch (Tonnes),259.054307609
Black marlin,Reported Catch (Tonnes),4139.085576142
Black marlin,Subsistence Catch (Tonnes),122.824079452
Black marlin,Unreported Catch (Tonnes),444.270358292
Black marlin,gillnets Catch (Tonnes),530.809664489
Black marlin,longline Catch (Tonnes),1031.639484398
Black marlin,other Catch (Tonnes),102.727163964
Black marlin,purse seine Catch (Tonnes),425.728662183
Black marlin,small scale Catch (Tonnes),2491.296002744
Black marlin,unknown Catch (Tonnes),1.154956656
Black pomfret,Artisanal Catch (Tonnes),43716.912807339
Black pomfret,Discards Catch (Tonnes),1122.543556671
Black pomfret,Industrial Catch (Tonnes),120074.972076609
Black pomfret,Landings Catch (Tonnes),169216.290932699
Black pomfret,Recreational Catch (Tonnes),0.015657093
Black pomfret,Reported Catch (Tonnes),136614.42086729
Black pomfret,Subsistence Catch (Tonnes),6546.933948329
Black pomfret,Unreported Catch (Tonnes),33724.41362208
Black pomfret,bottom trawl Catch (Tonnes),101704.836877536
Black pomfret,gillnets Catch (Tonnes),346.42441661
Black pomfret,longline Catch (Tonnes),0.083962889
Black pomfret,other Catch (Tonnes),2.449374425
Black pomfret,purse seine Catch (Tonnes),15308.134092623
Black pomfret,small scale Catch (Tonnes),50261.247170408
Black pomfret,unknown Catch (Tonnes),2715.658594879
Black rockfish,Artisanal Catch (Tonnes),46.274335336
Black rockfish,Discards Catch (Tonnes),11.486979719
Black rockfish,Industrial Catch (Tonnes),121.224113461
Black rockfish,Landings Catch (Tonnes),266.977681898
Black rockfish,Recreational Catch (Tonnes),98.99791609
Black rockfish,Reported Catch (Tonnes),167.199907908
Black rockfish,Subsistence Catch (Tonnes),11.96829673
Black rockfish,Unreported Catch (Tonnes),111.264753709
Black rockfish,bottom trawl Catch (Tonnes),121.189973054
Black rockfish,longline Catch (Tonnes),0.034140407
Black rockfish,small scale Catch (Tonnes),157.240548156
Black scabbardfish,Artisanal Catch (Tonnes),1760.252186161
Black scabbardfish,Discards Catch (Tonnes),57.536069157
Black scabbardfish,Industrial Catch (Tonnes),8045.44024186
Black scabbardfish,Landings Catch (Tonnes),9748.156358864
Black scabbardfish,Reported Catch (Tonnes),9748.156358864
Black scabbardfish,Unreported Catch (Tonnes),57.536069157
Black scabbardfish,bottom trawl Catch (Tonnes),1935.1965551
Black scabbardfish,longline Catch (Tonnes),2199.697053737
Black scabbardfish,purse seine Catch (Tonnes),1877.208536537
Black scabbardfish,small scale Catch (Tonnes),1760.252186161
Black scabbardfish,unknown Catch (Tonnes),2033.338096486
Black scorpionfish,Artisanal Catch (Tonnes),208.754258942
Black scorpionfish,Discards Catch (Tonnes),230.221441892
Black scorpionfish,Industrial Catch (Tonnes),829.881890314
Black scorpionfish,Landings Catch (Tonnes),863.562775007
Black scorpionfish,Recreational Catch (Tonnes),0.562662578
Black scorpionfish,Reported Catch (Tonnes),741.654752898
Black scorpionfish,Subsistence Catch (Tonnes),54.585405066
Black scorpionfish,Unreported Catch (Tonnes),352.129464002
Black scorpionfish,bottom trawl Catch (Tonnes),800.924074473
Black scorpionfish,longline Catch (Tonnes),7.621149486
Black scorpionfish,other Catch (Tonnes),0.2843892503
Black scorpionfish,pelagic trawl Catch (Tonnes),0.4832819215
Black scorpionfish,purse seine Catch (Tonnes),0.7767290956
Black scorpionfish,small scale Catch (Tonnes),251.447328487
Black scorpionfish,unknown Catch (Tonnes),32.247264187
Black seabass,Artisanal Catch (Tonnes),999.532745897
Black seabass,Discards Catch (Tonnes),246.54849698
Black seabass,FishSource Score: Current Stock Health,6
Black seabass,FishSource Score: Fishers Compliance,9.2
Black seabass,FishSource Score: Future Stock Health,6
Black seabass,FishSource Score: Management Quality,6
Black seabass,FishSource Score: Managers Compliance,10
Black seabass,Industrial Catch (Tonnes),930.045711224
Black seabass,Landings Catch (Tonnes),4285.139128462
Black seabass,Recreational Catch (Tonnes),2602.109168321
Black seabass,Reported Catch (Tonnes),1709.669440774
Black seabass,Unreported Catch (Tonnes),2822.018184668
Black seabass,bottom trawl Catch (Tonnes),871.609446863
Black seabass,gillnets Catch (Tonnes),14.597758054
Black seabass,longline Catch (Tonnes),268.848051619
Black seabass,other Catch (Tonnes),766.524809285
Black seabass,pelagic trawl Catch (Tonnes),7.309762999
Black seabass,purse seine Catch (Tonnes),0.3038111553
Black seabass,small scale Catch (Tonnes),0.3848171462
Black seabass,unknown Catch (Tonnes),2602.109168321
Black skipjack,Artisanal Catch (Tonnes),64.21279528
Black skipjack,Industrial Catch (Tonnes),2186.60898944
Black skipjack,Landings Catch (Tonnes),2254.032428987
Black skipjack,Reported Catch (Tonnes),2186.60898944
Black skipjack,Subsistence Catch (Tonnes),3.210644267
Black skipjack,Unreported Catch (Tonnes),67.423439547
Black skipjack,purse seine Catch (Tonnes),2186.60898944
Black skipjack,small scale Catch (Tonnes),67.423439547
Black wing flyingfish,Artisanal Catch (Tonnes),0.00255115114
Black wing flyingfish,Discards Catch (Tonnes),9.49059e-05
Black wing flyingfish,Landings Catch (Tonnes),0.00245624524
Black wing flyingfish,Reported Catch (Tonnes),0.00245624524
Black wing flyingfish,Unreported Catch (Tonnes),9.49059e-05
Black wing flyingfish,small scale Catch (Tonnes),0.00255115114
Blackbanded trevally,Artisanal Catch (Tonnes),219.914548589
Blackbanded trevally,Industrial Catch (Tonnes),1776.503259493
Blackbanded trevally,Landings Catch (Tonnes),2030.66437896
Blackbanded trevally,Recreational Catch (Tonnes),0.046747298
Blackbanded trevally,Reported Catch (Tonnes),1259.982353547
Blackbanded trevally,Subsistence Catch (Tonnes),34.19982358
Blackbanded trevally,Unreported Catch (Tonnes),770.682025413
Blackbanded trevally,bottom trawl Catch (Tonnes),1218.658481844
Blackbanded trevally,purse seine Catch (Tonnes),330.269473912
Blackbanded trevally,small scale Catch (Tonnes),251.840320758
Blackbanded trevally,unknown Catch (Tonnes),229.896102446
Blackbellied angler,Artisanal Catch (Tonnes),45.241926818
Blackbellied angler,Discards Catch (Tonnes),149.749178923
Blackbellied angler,FishSource Score: Current Stock Health,6
Blackbellied angler,FishSource Score: Fishers Compliance,10
Blackbellied angler,FishSource Score: Future Stock Health,6
Blackbellied angler,FishSource Score: Management Quality,5
Blackbellied angler,FishSource Score: Managers Compliance,7.8
Blackbellied angler,Industrial Catch (Tonnes),493.646561562
Blackbellied angler,Landings Catch (Tonnes),396.415347327
Blackbellied angler,Reported Catch (Tonnes),341.284989352
Blackbellied angler,Subsistence Catch (Tonnes),7.27603787
Blackbellied angler,Unreported Catch (Tonnes),204.879536898
Blackbellied angler,bottom trawl Catch (Tonnes),392.1150431
Blackbellied angler,small scale Catch (Tonnes),51.957120392
Blackbellied angler,unknown Catch (Tonnes),102.092362758
Blackbelly rosefish,Artisanal Catch (Tonnes),759.75347895
Blackbelly rosefish,Discards Catch (Tonnes),577.089809071
Blackbelly rosefish,Industrial Catch (Tonnes),2980.311992239
Blackbelly rosefish,Landings Catch (Tonnes),4017.04513963
Blackbelly rosefish,Recreational Catch (Tonnes),853.7204889
Blackbelly rosefish,Reported Catch (Tonnes),2984.577253793
Blackbelly rosefish,Subsistence Catch (Tonnes),0.348988612
Blackbelly rosefish,Unreported Catch (Tonnes),1609.557694907
Blackbelly rosefish,bottom trawl Catch (Tonnes),893.046168327
Blackbelly rosefish,longline Catch (Tonnes),23.31653246
Blackbelly rosefish,purse seine Catch (Tonnes),1.486223979
Blackbelly rosefish,small scale Catch (Tonnes),1401.186978953
Blackbelly rosefish,unknown Catch (Tonnes),2275.099044982
Blackfin goosefish,Artisanal Catch (Tonnes),189.232903614
Blackfin goosefish,Industrial Catch (Tonnes),2331.039077496
Blackfin goosefish,Landings Catch (Tonnes),2520.27198111
Blackfin goosefish,Reported Catch (Tonnes),2460.00000035
Blackfin goosefish,Unreported Catch (Tonnes),60.27198076
Blackfin goosefish,bottom trawl Catch (Tonnes),1254.56289023
Blackfin goosefish,gillnets Catch (Tonnes),1019.453584354
Blackfin goosefish,longline Catch (Tonnes),57.022602912
Blackfin goosefish,small scale Catch (Tonnes),189.232903614
Blackfin tuna,Artisanal Catch (Tonnes),603.635543074
Blackfin tuna,Discards Catch (Tonnes),0.078311895
Blackfin tuna,Industrial Catch (Tonnes),479.869266589
Blackfin tuna,Landings Catch (Tonnes),2468.413888738
Blackfin tuna,Recreational Catch (Tonnes),1361.516236808
Blackfin tuna,Reported Catch (Tonnes),1051.211100388
Blackfin tuna,Subsistence Catch (Tonnes),23.471154162
Blackfin tuna,Unreported Catch (Tonnes),1417.281100245
Blackfin tuna,gillnets Catch (Tonnes),0.4215018776
Blackfin tuna,longline Catch (Tonnes),456.663855409
Blackfin tuna,other Catch (Tonnes),1.602540372
Blackfin tuna,purse seine Catch (Tonnes),33.093724
Blackfin tuna,small scale Catch (Tonnes),999.566575497
Blackfin tuna,unknown Catch (Tonnes),977.144003477
Blacklip abalone,Artisanal Catch (Tonnes),156.281511712
Blacklip abalone,Industrial Catch (Tonnes),658.428374274
Blacklip abalone,Landings Catch (Tonnes),814.709885986
Blacklip abalone,Reported Catch (Tonnes),814.709885986
Blacklip abalone,small scale Catch (Tonnes),156.281511712
Blacklip abalone,unknown Catch (Tonnes),658.428374274
Blacksaddled coralgrouper,Artisanal Catch (Tonnes),0.787418255
Blacksaddled coralgrouper,Industrial Catch (Tonnes),0.303444328
Blacksaddled coralgrouper,Landings Catch (Tonnes),1.195897113
Blacksaddled coralgrouper,Recreational Catch (Tonnes),0.023670867
Blacksaddled coralgrouper,Reported Catch (Tonnes),0.998037788
Blacksaddled coralgrouper,Subsistence Catch (Tonnes),0.081363663
Blacksaddled coralgrouper,Unreported Catch (Tonnes),0.197859325
Blacksaddled coralgrouper,gillnets Catch (Tonnes),0.020647295
Blacksaddled coralgrouper,longline Catch (Tonnes),0.303444328
Blacksaddled coralgrouper,other Catch (Tonnes),0.591889128
Blacksaddled coralgrouper,small scale Catch (Tonnes),0.279916362
Blackspotted rubberlip,Artisanal Catch (Tonnes),302.143526028
Blackspotted rubberlip,Industrial Catch (Tonnes),37.461698388
Blackspotted rubberlip,Landings Catch (Tonnes),374.752132056
Blackspotted rubberlip,Reported Catch (Tonnes),299.99999999
Blackspotted rubberlip,Subsistence Catch (Tonnes),35.14690764
Blackspotted rubberlip,Unreported Catch (Tonnes),74.752132066
Blackspotted rubberlip,small scale Catch (Tonnes),337.290433668
Blackspotted rubberlip,unknown Catch (Tonnes),37.461698388
Blacktail snapper,Artisanal Catch (Tonnes),205.314376879
Blacktail snapper,Landings Catch (Tonnes),434.911101792
Blacktail snapper,Recreational Catch (Tonnes),7.142265198
Blacktail snapper,Reported Catch (Tonnes),222.623178225
Blacktail snapper,Subsistence Catch (Tonnes),222.454459715
Blacktail snapper,Unreported Catch (Tonnes),212.287923567
Blacktail snapper,gillnets Catch (Tonnes),0.004557166
Blacktail snapper,other Catch (Tonnes),0.424854705
Blacktail snapper,small scale Catch (Tonnes),434.481689921
Blacktip grouper,Artisanal Catch (Tonnes),2.035916544
Blacktip grouper,Industrial Catch (Tonnes),0.2074683066
Blacktip grouper,Landings Catch (Tonnes),3.172128757
Blacktip grouper,Recreational Catch (Tonnes),0.575749884
Blacktip grouper,Reported Catch (Tonnes),0.4368108776
Blacktip grouper,Subsistence Catch (Tonnes),0.352994022
Blacktip grouper,Unreported Catch (Tonnes),2.735317879
Blacktip grouper,longline Catch (Tonnes),0.1144636116
Blacktip grouper,small scale Catch (Tonnes),2.96466045
Blacktip grouper,unknown Catch (Tonnes),0.093004695
Bloch's gizzard shad,Artisanal Catch (Tonnes),6398.368426383
Bloch's gizzard shad,Discards Catch (Tonnes),623.9852107
Bloch's gizzard shad,Industrial Catch (Tonnes),1051.866838638
Bloch's gizzard shad,Landings Catch (Tonnes),6826.250054321
Bloch's gizzard shad,Reported Catch (Tonnes),513.272399058
Bloch's gizzard shad,Unreported Catch (Tonnes),6936.962865963
Bloch's gizzard shad,bottom trawl Catch (Tonnes),1051.866838638
Bloch's gizzard shad,small scale Catch (Tonnes),6398.368426383
Blue grenadier,Artisanal Catch (Tonnes),41609.756816824
Blue grenadier,Discards Catch (Tonnes),268.7397618
Blue grenadier,FishSource Score: Current Stock Health,9.765060241
Blue grenadier,FishSource Score: Fishers Compliance,9.780722892
Blue grenadier,FishSource Score: Future Stock Health,8.344578313
Blue grenadier,FishSource Score: Management Quality,8
Blue grenadier,FishSource Score: Managers Compliance,10
Blue grenadier,Industrial Catch (Tonnes),86381.524859573
Blue grenadier,Landings Catch (Tonnes),127722.541914597
Blue grenadier,Reported Catch (Tonnes),115232.847704272
Blue grenadier,Unreported Catch (Tonnes),12758.433972125
Blue grenadier,bottom trawl Catch (Tonnes),85948.840226558
Blue grenadier,gillnets Catch (Tonnes),42.645853959
Blue grenadier,longline Catch (Tonnes),3.133461539
Blue grenadier,small scale Catch (Tonnes),41609.756816824
Blue grenadier,unknown Catch (Tonnes),386.905317517
Blue jack mackerel,Artisanal Catch (Tonnes),3892.497401795
Blue jack mackerel,Discards Catch (Tonnes),5921.595394242
Blue jack mackerel,Industrial Catch (Tonnes),8633.271195199
Blue jack mackerel,Landings Catch (Tonnes),7300.431245532
Blue jack mackerel,Recreational Catch (Tonnes),652.1487527
Blue jack mackerel,Reported Catch (Tonnes),6054.777343386
Blue jack mackerel,Subsistence Catch (Tonnes),44.10929008
Blue jack mackerel,Unreported Catch (Tonnes),7167.249296388
Blue jack mackerel,bottom trawl Catch (Tonnes),6353.001912097
Blue jack mackerel,purse seine Catch (Tonnes),2088.656524543
Blue jack mackerel,small scale Catch (Tonnes),4596.702653784
Blue jack mackerel,unknown Catch (Tonnes),183.66554935
Blue king crab,FishSource Score: Current Stock Health,9.1
Blue king crab,FishSource Score: Fishers Compliance,10
Blue king crab,FishSource Score: Future Stock Health,7
Blue king crab,FishSource Score: Management Quality,10
Blue king crab,FishSource Score: Managers Compliance,5.2
Blue king crab,Industrial Catch (Tonnes),13735.844016018
Blue king crab,Landings Catch (Tonnes),13735.844016018
Blue king crab,Reported Catch (Tonnes),7896.126177178
Blue king crab,Unreported Catch (Tonnes),5839.71783884
Blue king crab,other Catch (Tonnes),13735.844016018
Blue ling,Artisanal Catch (Tonnes),368.626278158
Blue ling,Discards Catch (Tonnes),102.462653867
Blue ling,Industrial Catch (Tonnes),3205.089687674
Blue ling,Landings Catch (Tonnes),3509.893473035
Blue ling,Reported Catch (Tonnes),3464.973176162
Blue ling,Subsistence Catch (Tonnes),38.64016107
Blue ling,Unreported Catch (Tonnes),147.382950741
Blue ling,bottom trawl Catch (Tonnes),1353.727259543
Blue ling,gillnets Catch (Tonnes),23.460831191
Blue ling,longline Catch (Tonnes),1495.712704323
Blue ling,pelagic trawl Catch (Tonnes),0.417219194
Blue ling,purse seine Catch (Tonnes),6.846616217
Blue ling,small scale Catch (Tonnes),407.264719228
Blue ling,unknown Catch (Tonnes),324.926777207
Blue mackerel,Artisanal Catch (Tonnes),4694.982508405
Blue mackerel,Discards Catch (Tonnes),13066.550675221
Blue mackerel,FishSource Score: Current Stock Health,6
Blue mackerel,FishSource Score: Fishers Compliance,6.744186047
Blue mackerel,FishSource Score: Future Stock Health,8.744186047
Blue mackerel,FishSource Score: Management Quality,6.888888889
Blue mackerel,FishSource Score: Managers Compliance,6.744186047
Blue mackerel,Industrial Catch (Tonnes),25270.286476759
Blue mackerel,Landings Catch (Tonnes),17101.280049711
Blue mackerel,Recreational Catch (Tonnes),202.3794603
Blue mackerel,Reported Catch (Tonnes),15015.134344853
Blue mackerel,Subsistence Catch (Tonnes),0.182279468
Blue mackerel,Unreported Catch (Tonnes),15152.696380079
Blue mackerel,bottom trawl Catch (Tonnes),6710.481623278
Blue mackerel,longline Catch (Tonnes),17.84444541
Blue mackerel,other Catch (Tonnes),349.83638107
Blue mackerel,pelagic trawl Catch (Tonnes),2987.665478941
Blue mackerel,purse seine Catch (Tonnes),15182.615894864
Blue mackerel,small scale Catch (Tonnes),4818.302574172
Blue mackerel,unknown Catch (Tonnes),101.084327197
Blue marlin,Artisanal Catch (Tonnes),1307.316476677
Blue marlin,FishSource Score: Current Stock Health,8.6
Blue marlin,FishSource Score: Fishers Compliance,6
Blue marlin,FishSource Score: Future Stock Health,10
Blue marlin,FishSource Score: Management Quality,6
Blue marlin,FishSource Score: Managers Compliance,6
Blue marlin,Industrial Catch (Tonnes),639.214128286
Blue marlin,Landings Catch (Tonnes),5210.513023479
Blue marlin,Recreational Catch (Tonnes),3263.806838161
Blue marlin,Reported Catch (Tonnes),1675.792328091
Blue marlin,Subsistence Catch (Tonnes),0.175580355
Blue marlin,Unreported Catch (Tonnes),3534.720695388
Blue marlin,bottom trawl Catch (Tonnes),91.26230325
Blue marlin,gillnets Catch (Tonnes),84.45011
Blue marlin,longline Catch (Tonnes),415.217442761
Blue marlin,purse seine Catch (Tonnes),48.064376564
Blue marlin,small scale Catch (Tonnes),2707.469283718
Blue marlin,unknown Catch (Tonnes),1864.049507186
Blue runner,Artisanal Catch (Tonnes),16137.719702566
Blue runner,Discards Catch (Tonnes),25283.99993817
Blue runner,Industrial Catch (Tonnes),26119.255770683
Blue runner,Landings Catch (Tonnes),18396.313023564
Blue runner,Recreational Catch (Tonnes),956.0122582
Blue runner,Reported Catch (Tonnes),13897.737807284
Blue runner,Subsistence Catch (Tonnes),467.325230286
Blue runner,Unreported Catch (Tonnes),29782.575154451
Blue runner,bottom trawl Catch (Tonnes),421.701961383
Blue runner,gillnets Catch (Tonnes),315.112988921
Blue runner,longline Catch (Tonnes),303.386756489
Blue runner,other Catch (Tonnes),3.804438013
Blue runner,purse seine Catch (Tonnes),25252.805364935
Blue runner,small scale Catch (Tonnes),16427.489193793
Blue runner,unknown Catch (Tonnes),956.0122582
Blue shark,Artisanal Catch (Tonnes),15064.558242881
Blue shark,Discards Catch (Tonnes),35362.251725971
Blue shark,FishSource Score: Current Stock Health,6.394382022
Blue shark,FishSource Score: Fishers Compliance,5.654411765
Blue shark,FishSource Score: Future Stock Health,6.584269663
Blue shark,FishSource Score: Management Quality,5.654411765
Blue shark,FishSource Score: Managers Compliance,6
Blue shark,Industrial Catch (Tonnes),111536.264987125
Blue shark,Landings Catch (Tonnes),125507.97679122
Blue shark,Recreational Catch (Tonnes),34266.773861017
Blue shark,Reported Catch (Tonnes),85359.114564702
Blue shark,Subsistence Catch (Tonnes),2.631426169
Blue shark,Unreported Catch (Tonnes),75511.11395249
Blue shark,bottom trawl Catch (Tonnes),3552.375236404
Blue shark,gillnets Catch (Tonnes),1910.5618889
Blue shark,longline Catch (Tonnes),88438.831477733
Blue shark,other Catch (Tonnes),62.652011596
Blue shark,pelagic trawl Catch (Tonnes),92.217313983
Blue shark,purse seine Catch (Tonnes),1038.11266678
Blue shark,small scale Catch (Tonnes),15286.549768837
Blue shark,unknown Catch (Tonnes),50488.928152959
Blue whiting(=Poutassou),Artisanal Catch (Tonnes),20770.078647355
Blue whiting(=Poutassou),Discards Catch (Tonnes),8990.804225017
Blue whiting(=Poutassou),FishSource Score: Current Stock Health,10
Blue whiting(=Poutassou),FishSource Score: Fishers Compliance,6
Blue whiting(=Poutassou),FishSource Score: Future Stock Health,5.6
Blue whiting(=Poutassou),FishSource Score: Management Quality,6
Blue whiting(=Poutassou),FishSource Score: Managers Compliance,5
Blue whiting(=Poutassou),Industrial Catch (Tonnes),900674.829457974
Blue whiting(=Poutassou),Landings Catch (Tonnes),912497.819711745
Blue whiting(=Poutassou),Recreational Catch (Tonnes),38.22189848
Blue whiting(=Poutassou),Reported Catch (Tonnes),907245.684921841
Blue whiting(=Poutassou),Subsistence Catch (Tonnes),5.493932952
Blue whiting(=Poutassou),Unreported Catch (Tonnes),14242.939014921
Blue whiting(=Poutassou),bottom trawl Catch (Tonnes),401241.140675038
Blue whiting(=Poutassou),gillnets Catch (Tonnes),211.547446363
Blue whiting(=Poutassou),longline Catch (Tonnes),1769.937490748
Blue whiting(=Poutassou),other Catch (Tonnes),2148.961137797
Blue whiting(=Poutassou),pelagic trawl Catch (Tonnes),441590.7956799
Blue whiting(=Poutassou),purse seine Catch (Tonnes),35312.58522914
Blue whiting(=Poutassou),small scale Catch (Tonnes),20188.588369698
Blue whiting(=Poutassou),unknown Catch (Tonnes),19025.067908078
Blueback shad,Artisanal Catch (Tonnes),3.435076323
Blueback shad,Industrial Catch (Tonnes),0.02209533834
Blueback shad,Landings Catch (Tonnes),25.921821171
Blueback shad,Recreational Catch (Tonnes),22.46464951
Blueback shad,Reported Catch (Tonnes),3.172876039
Blueback shad,Unreported Catch (Tonnes),22.748945132
Blueback shad,bottom trawl Catch (Tonnes),0.02209533834
Blueback shad,gillnets Catch (Tonnes),2.22990623
Blueback shad,longline Catch (Tonnes),0.00668315716
Blueback shad,other Catch (Tonnes),1.198486936
Blueback shad,unknown Catch (Tonnes),22.46464951
Bluecheek silver grunt,Artisanal Catch (Tonnes),47.023257788
Bluecheek silver grunt,Landings Catch (Tonnes),47.023257788
Bluecheek silver grunt,Unreported Catch (Tonnes),47.023257788
Bluecheek silver grunt,small scale Catch (Tonnes),47.023257788
Bluefin gurnard,Artisanal Catch (Tonnes),2390.479590493
Bluefin gurnard,Discards Catch (Tonnes),17.222958092
Bluefin gurnard,Industrial Catch (Tonnes),5074.424507085
Bluefin gurnard,Landings Catch (Tonnes),7710.208979741
Bluefin gurnard,Recreational Catch (Tonnes),251.118227781
Bluefin gurnard,Reported Catch (Tonnes),7037.22803187
Bluefin gurnard,Subsistence Catch (Tonnes),11.409612474
Bluefin gurnard,Unreported Catch (Tonnes),690.203905963
Bluefin gurnard,bottom trawl Catch (Tonnes),3184.222840727
Bluefin gurnard,gillnets Catch (Tonnes),483.027715179
Bluefin gurnard,longline Catch (Tonnes),180.668160296
Bluefin gurnard,purse seine Catch (Tonnes),181.089870633
Bluefin gurnard,small scale Catch (Tonnes),2653.007430748
Bluefin gurnard,unknown Catch (Tonnes),1045.41592025
Bluefin trevally,Artisanal Catch (Tonnes),437.831508366
Bluefin trevally,Industrial Catch (Tonnes),3.467713714
Bluefin trevally,Landings Catch (Tonnes),3695.872211459
Bluefin trevally,Recreational Catch (Tonnes),1374.25613938
Bluefin trevally,Reported Catch (Tonnes),505.741386994
Bluefin trevally,Subsistence Catch (Tonnes),1880.316849999
Bluefin trevally,Unreported Catch (Tonnes),3190.130824465
Bluefin trevally,bottom trawl Catch (Tonnes),3.467713714
Bluefin trevally,gillnets Catch (Tonnes),0.022325847
Bluefin trevally,other Catch (Tonnes),1.039396554
Bluefin trevally,small scale Catch (Tonnes),3691.342775344
Bluespotted seabass,Landings Catch (Tonnes),426.8138294
Bluespotted seabass,Subsistence Catch (Tonnes),426.8138294
Bluespotted seabass,Unreported Catch (Tonnes),426.8138294
Bluespotted seabass,small scale Catch (Tonnes),426.8138294
Bluestriped grunt,Artisanal Catch (Tonnes),19.930084952
Bluestriped grunt,Landings Catch (Tonnes),182.652134735
Bluestriped grunt,Recreational Catch (Tonnes),118.01597543
Bluestriped grunt,Reported Catch (Tonnes),6.153228906
Bluestriped grunt,Subsistence Catch (Tonnes),44.706074353
Bluestriped grunt,Unreported Catch (Tonnes),176.498905829
Bluestriped grunt,small scale Catch (Tonnes),64.636159305
Bluestriped grunt,unknown Catch (Tonnes),118.01597543
Blunthead puffer,Discards Catch (Tonnes),150.179024217
Blunthead puffer,Industrial Catch (Tonnes),150.179024217
Blunthead puffer,Unreported Catch (Tonnes),150.179024217
Blunthead puffer,bottom trawl Catch (Tonnes),144.086654782
Blunthead puffer,longline Catch (Tonnes),6.092369435
Bobo mullet,Artisanal Catch (Tonnes),438.753654154
Bobo mullet,Landings Catch (Tonnes),438.753654154
Bobo mullet,Reported Catch (Tonnes),363
Bobo mullet,Unreported Catch (Tonnes),75.753654154
Bobo mullet,small scale Catch (Tonnes),438.753654154
Bocaccio rockfish,Artisanal Catch (Tonnes),1.881931928e-05
Bocaccio rockfish,Discards Catch (Tonnes),0.621911135
Bocaccio rockfish,Industrial Catch (Tonnes),0.6214076032
Bocaccio rockfish,Landings Catch (Tonnes),2.665216471
Bocaccio rockfish,Recreational Catch (Tonnes),2.665701183
Bocaccio rockfish,Reported Catch (Tonnes),2.066353349e-05
Bocaccio rockfish,Unreported Catch (Tonnes),3.287106942
Bocaccio rockfish,bottom trawl Catch (Tonnes),0.267667431
Bocaccio rockfish,longline Catch (Tonnes),0.005297719
Bocaccio rockfish,pelagic trawl Catch (Tonnes),0.3194403982
Bocaccio rockfish,small scale Catch (Tonnes),2.665720002
Bocaccio rockfish,unknown Catch (Tonnes),0.029002055
Bonga shad,Artisanal Catch (Tonnes),382972.207628603
Bonga shad,Discards Catch (Tonnes),3275.253880365
Bonga shad,Industrial Catch (Tonnes),63115.528990108
Bonga shad,Landings Catch (Tonnes),452864.590172839
Bonga shad,Reported Catch (Tonnes),393528.20651717
Bonga shad,Subsistence Catch (Tonnes),10052.107434493
Bonga shad,Unreported Catch (Tonnes),62611.637536034
Bonga shad,bottom trawl Catch (Tonnes),35204.526246504
Bonga shad,other Catch (Tonnes),116.1587935
Bonga shad,purse seine Catch (Tonnes),5257.091398183
Bonga shad,small scale Catch (Tonnes),395250.291835266
Bonga shad,unknown Catch (Tonnes),20311.775779751
Brassy trevally,Artisanal Catch (Tonnes),0.053793714
Brassy trevally,Industrial Catch (Tonnes),0.29977
Brassy trevally,Landings Catch (Tonnes),0.480988718
Brassy trevally,Recreational Catch (Tonnes),0.127425004
Brassy trevally,Reported Catch (Tonnes),0.353563714
Brassy trevally,Unreported Catch (Tonnes),0.127425004
Brassy trevally,gillnets Catch (Tonnes),0.001613811
Brassy trevally,longline Catch (Tonnes),0.29977
Brassy trevally,other Catch (Tonnes),0.046262594
Brassy trevally,small scale Catch (Tonnes),0.133342313
Brazilian codling,Artisanal Catch (Tonnes),2387.002628596
Brazilian codling,Discards Catch (Tonnes),8.897236846
Brazilian codling,Industrial Catch (Tonnes),4882.904821501
Brazilian codling,Landings Catch (Tonnes),7436.182173701
Brazilian codling,Recreational Catch (Tonnes),115.2082785
Brazilian codling,Reported Catch (Tonnes),6335.0000008
Brazilian codling,Subsistence Catch (Tonnes),59.96368195
